semester,crn,full_number,number,title,seats_available,seats_total,location,day_of_week,start,end
Fall%202015,14921,HIAA0850-S01,HIAA0850,Modern Architecture,10,225,List Art Center 120,M,36000,39000
Fall%202015,17166,HIAA2610-S01,HIAA2610,Early Modern Artists' Workshop,17,20,List Art Center 220,F,54000,63000
Fall%202015,15646,HIAA2870H-S01,HIAA2870H,What is Contemporary Art History,15,20,List Art Center 110,R,57600,66600
Fall%202015,14854,HIAA2860A-S01,HIAA2860A,The Museum and the Photograph,8,15,List Art Center 210,M,54000,63000
Fall%202015,14811,TKSH0100-S01,TKSH0100,Introduction to Turkish Language and Culture I,15,18,Wilson Hall 206,M,50400,53400
Fall%202015,16413,ENGN0090-S02,ENGN0090,Management of Industrial and Nonprofit Organizations,843,999,Barus & Holley 168,T,52200,57000
Fall%202015,16577,ENGN0030-S03,ENGN0030,Introduction to Engineering,9,70,85 Waterman Street 015,R,32400,37200
Fall%202015,16945,ENGN0130-S01,ENGN0130,The Engineer's Burden: Why Changing the World is Difficult,4,20,Barus & Holley 163,M,32400,35400
Fall%202015,16576,ENGN0030-S02,ENGN0030,Introduction to Engineering,5,70,85 Waterman Street 015,T,52200,57000
Fall%202015,16412,ENGN0090-S01,ENGN0090,Management of Industrial and Nonprofit Organizations,697,999,Barus & Holley 168,T,46800,51600
Fall%202015,16571,ENGN0030-S01,ENGN0030,Introduction to Engineering,2,70,85 Waterman Street 015,T,32400,37200
Fall%202015,17004,CLAS0210T-S01,CLAS0210T,Travelers in Greece: from Pausanias to Shirley Valentine,10,15,48 College St-Macfarlane House 101,T,32400,37200
Fall%202015,15929,CLAS0660-S01,CLAS0660,The World of Byzantium,976,999,Churchill House B9,M,39600,42600
Fall%202015,16583,CLAS0780-S01,CLAS0780,From Antiquity to the Humanities (via Humanism) and the History of Ideas ,994,999,101 Thayer Street (VGQ 1st fl) 116C,T,52200,57000
Fall%202015,15925,CLAS0820-S01,CLAS0820,Epics of India,992,999,101 Thayer Street (VGQ 1st fl) 116E,M,36000,39000
Fall%202015,16105,CLAS0995-S01,CLAS0995,The Performing Arts in Classical South Asia,995,999,Sayles Hall 104,T,46800,51600
Fall%202015,15941,CLAS1120T-S01,CLAS1120T,"Age of Augustus: Topography, Architecture, and Politics",991,999,Sayles Hall 104,T,37800,42600
Fall%202015,15934,CLAS1120G-S01,CLAS1120G,The Idea of Self,966,999,Salomon Center 203,M,46800,49800
Fall%202015,15945,CLAS1750H-S01,CLAS1750H,Heroes and Heroism in Graeco - Roman Antiquity and Beyond,16,25,List Art Center 210,T,52200,57000
Fall%202015,16175,CLAS1210-S01,CLAS1210,The History of Greece from Archaic Times to the Death of Alexander,978,999,Wilson Hall 205,M,36000,39000
Fall%202015,16026,CLAS1120Q-S01,CLAS1120Q,Seven Wonders of the Ancient World,983,999,Rhode Island Hall 108,M,43200,46200
Fall%202015,16039,VISA0100-S01,VISA0100,Studio Foundation,1,19,List Art Center 225,M,36000,42600
Fall%202015,16042,VISA0100-S04,VISA0100,Studio Foundation,3,19,List Art Center 225,T,46800,53400
Fall%202015,16041,VISA0100-S03,VISA0100,Studio Foundation,1,19,List Art Center 325,M,57600,64200
Fall%202015,16040,VISA0100-S02,VISA0100,Studio Foundation,2,19,List Art Center 225,T,36000,42600
Fall%202015,16043,VISA0100-S05,VISA0100,Studio Foundation,11,19,List Art Center 325,M,68400,75000
Fall%202015,16045,VISA0100-S07,VISA0100,Studio Foundation,-1,19,List Art Center 325,M,46800,53400
Fall%202015,16046,VISA0100-S08,VISA0100,Studio Foundation,2,19,List Art Center 225,M,57600,64200
Fall%202015,16088,VISA0110-S01,VISA0110,Advanced Studio Foundation,2,18,List Art Center 325,T,36000,42600
Fall%202015,16900,VISA0100-S10,VISA0100,Studio Foundation,9,19,Granoff Ctr for Creative Arts N430,T,46800,53400
Fall%202015,16089,VISA0120-S01,VISA0120,Foundation Media: Sound and Image,-8,12,List Art Center 315,M,36000,42600
Fall%202015,14632,EDUC0800-S01,EDUC0800,Introduction to Human Development and Education,927,999,Bio Med Center 202,M,46800,49800
Fall%202015,14643,EDUC1020-S01,EDUC1020,The History of American Education,991,999,Salomon Center 202,T,46800,51600
Fall%202015,14625,EDUC0400-S01,EDUC0400,The Campus on Fire:  American Colleges and Universities in the 1960's,2,20,111 Thayer St-Watson Institute 114,M,39600,42600
Fall%202015,14629,EDUC0900-S01,EDUC0900,Fieldwork and Seminar in Secondary Education,5,20,111 Thayer St-Watson Institute 112,M,54000,63000
Fall%202015,14649,EDUC1010-S01,EDUC1010,The Craft of Teaching,14,40,Wilson Hall 302,R,57600,66600
Fall%202015,14647,EDUC1060-S01,EDUC1060,Politics and Public Education,942,999,Wilson Hall 302,T,37800,42600
Fall%202015,16807,EDUC1030-S01,EDUC1030,Comparative Education,992,999,101 Thayer Street (VGQ 1st fl) 116E,M,32400,35400
Fall%202015,15203,PHYS0030-S02,PHYS0030,Basic Physics,911,999,Barus & Holley 166,M,43200,46200
Fall%202015,15202,PHYS0030-S01,PHYS0030,Basic Physics,892,999,Barus & Holley 166,M,39600,42600
Fall%202015,16179,ARCH0100-S01,ARCH0100,Field Archaeology in the Ancient World,7,50,Rhode Island Hall 108,M,46800,49800
Fall%202015,16891,ARCH0152-S01,ARCH0152,Egyptomania: Mystery of the Sphinx and Other Secrets of Ancient Egypt,4,20,Rhode Island Hall 008,M,32400,35400
Fall%202015,16182,ARCH0270-S01,ARCH0270,Troy Rocks! Archaeology of an Epic,4,20,Rhode Island Hall 008,T,32400,37200
Fall%202015,17136,ARCH0775-S01,ARCH0775,Farm to Table: Foodways and Gastro-Politics in the Ancient Near East,18,45,Rhode Island Hall 108,M,50400,53400
Fall%202015,17103,ARCH1140-S01,ARCH1140,The Death of the Ancient City? Roman Cities After the Fall of Rome,18,20,Rhode Island Hall 008,T,46800,51600
Fall%202015,16784,ARCH1525-S01,ARCH1525,Struggle and Domination in the Prehistoric Mediterranean: Sex Power God(s),14,20,Rhode Island Hall 008,T,52200,57000
Fall%202015,15942,LATN1110E-S01,LATN1110E,Comedy,991,999,Wilson Hall 105,T,37800,42600
Fall%202015,15939,LATN1110S-S01,LATN1110S,Catullus,980,999,Wilson Hall 203,M,50400,53400
Fall%202015,15931,LATN1120C-S01,LATN1120C,Survey of Late and Medieval Latin,989,999,Sayles Hall 105,M,39600,42600
Fall%202015,15944,LATN1150-S01,LATN1150,Latin Prose Composition,991,999,Sayles Hall 300,T,46800,51600
Fall%202015,15930,LATN0300-S01,LATN0300,Introduction to Latin Literature,997,999,Sayles Hall 300,M,39600,42600
Fall%202015,15924,LATN0100-S01,LATN0100,Essentials of the Latin Language,993,999,Wilson Hall 206,M,32400,35400
Fall%202015,16907,LATN2080F-S01,LATN2080F,Latin in America,37,40,48 College St-Macfarlane House 101,M,54000,63000
Fall%202015,15126,ECON0110-S01,ECON0110,Principles of Economics,571,999,Salomon Center DECI,M,32400,35400
Fall%202015,17173,COLT0710Q-S01,COLT0710Q,Odysseus in Literature,989,999,Wilson Hall 104,M,43200,46200
Fall%202015,15064,COLT0610L-S01,COLT0610L,"Murder Ink: Narratives of Crime, Discovery, and Identity",979,999,111 Thayer St-Watson Institute 138,M,46800,49800
Fall%202015,15879,COLT0610D-S01,COLT0610D,Rites of Passage,0,20,Andrews Hall A51,T,46800,51600
Fall%202015,16746,COLT0810M-S01,COLT0810M,Uncanny Tales: Narratives of Repetition and Interruption,985,999,111 Thayer St-Watson Institute 114,M,50400,53400
Fall%202015,15066,COLT0810I-S01,COLT0810I,Tales and Talemakers of the Non-Western World,981,999,Barus & Holley 153,M,36000,39000
Fall%202015,15065,COLT0810G-S01,COLT0810G,Equity Law Literature Philosophy,991,999,111 Thayer St-Watson Institute 114,T,32400,37200
Fall%202015,15880,COLT0812A-S01,COLT0812A,Hamlet Post-Hamlet,7,20,Marston Hall 209,T,46800,55800
Fall%202015,16794,PHP0100-S01,PHP0100,First year seminar: Statistics is everywhere,0,20,Bio Med Center 291,T,46800,51600
Fall%202015,16530,PHP0850-S01,PHP0850,Fundamentals of Epidemiology,26,80,121 South Main Street 245,T,52200,57000
Fall%202015,16675,PHP0050-S01,PHP0050,"Pain and the Human Condition: Exploring the Science, Medicine, and Culture of Pain",0,20,111 Thayer St-Watson Institute 138,T,52200,57000
Fall%202015,16210,PHP0320-S01,PHP0320,Introduction to Public Health,2,140,MacMillan Hall 117,M,39600,42600
Fall%202015,16212,PHP1070-S01,PHP1070,The Burden of Disease in Developing Countries,30,65,S. Frank Hall for Life Science MARC,M,30600,35400
Fall%202015,16526,PHP1501-S01,PHP1501,Essentials of Data Analysis,2,70,85 Waterman Street 015,T,46800,51600
Fall%202015,15896,PHP1540-S01,PHP1540,Alcohol Use and Misuse,-9,20,121 South Main Street 331,T,32400,37200
Fall%202015,16220,PHP1680I-S01,PHP1680I,"Pathology to Power:  Disability, Health and Community",-7,40,Smith-Buonanno Hall 201,W,54000,63000
Fall%202015,16661,APMA0200-S01,APMA0200,Introduction to Modelling,986,999,Salomon Center 202,M,36000,39000
Fall%202015,15798,APMA1170-S01,APMA1170,Introduction to Computational Linear Algebra,970,999,Barus & Holley 153,T,37800,42600
Fall%202015,15794,APMA0360-S01,APMA0360,"Methods of Applied Mathematics I, II",952,999,Wilson Hall 102,M,46800,49800
Fall%202015,15792,APMA0340-S01,APMA0340,"Methods of Applied Mathematics I, II",980,999,Barus & Holley 153,M,43200,46200
Fall%202015,16567,APMA0350-S01,APMA0350,Applied Ordinary Differential Equations,892,999,MacMillan Hall 115,M,32400,35400
Fall%202015,16594,APMA0640-S01,APMA0640,Data Analysis Big and Small,987,999,CIT Center (Thomas Watson CIT) 241,M,39600,42600
Fall%202015,15787,APMA0330-S01,APMA0330,"Methods of Applied Mathematics I, II",884,999,Barus & Holley 168,M,43200,46200
Fall%202015,15801,APMA1650-S01,APMA1650,Statistical Inference I,15,253,MacMillan Hall 117,T,46800,51600
Fall%202015,16660,APMA1655-S01,APMA1655,Statistical Inference I,4,40,MacMillan Hall 117,T,46800,51600
Fall%202015,15799,APMA1210-S01,APMA1210,Operations Research: Deterministic Models,964,999,Barus & Holley 160,T,32400,37200
Fall%202015,15463,ENGL0150C-S01,ENGL0150C,The Medieval King Arthur,5,20,70 Brown Street 315,T,32400,37200
Fall%202015,15458,ENGL0100F-S01,ENGL0100F,"Devils, Demons, and Do Gooders",929,999,Wilson Hall 302,M,36000,39000
Fall%202015,15461,ENGL0150J-S01,ENGL0150J,Inventing America,1,20,Sayles Hall 104,F,54000,63000
Fall%202015,15464,ENGL0100S-S01,ENGL0100S,Being Romantic,978,999,J. Walter Wilson 303,T,37800,42600
Fall%202015,15466,ENGL0100P-S01,ENGL0100P,Love Stories,918,999,Salomon Center 001,M,46800,49800
Fall%202015,15465,ENGL0100T-S01,ENGL0100T,The Simple Art of Murder,3,80,Kassar House FOX,M,46800,49800
Fall%202015,15460,ENGL0150Q-S01,ENGL0150Q,Realism and Modernism,1,20,Andrews Hall A51,M,39600,42600
Fall%202015,15601,ENGL0200C-S01,ENGL0200C,The Art of Catastrophe: Crisis and Collapse in the American Literary Landscape,11,17,J. Walter Wilson 501,M,36000,39000
Fall%202015,15600,ENGL0200B-S01,ENGL0200B,"Queer and Feminist Poetics: Hybrid Forms, 1969 to Present",12,17,Smith-Buonanno Hall 207,T,32400,37200
Fall%202015,15471,ENGL0510X-S01,ENGL0510X,Cultures of Vision in 19th-Century America,997,999,Sayles Hall 012,T,37800,42600
Fall%202015,15978,CSCI0170-S01,CSCI0170,Computer Science: An Integrated Introduction,876,999,85 Waterman Street 130,M,36000,39000
Fall%202015,15977,CSCI0150-S01,CSCI0150,Introduction to Object-Oriented Programming and Computer Science,679,999,Salomon Center DECI,T,52200,57000
Fall%202015,15976,CSCI0020-S01,CSCI0020,The Digital World,822,999,Metcalf Research Building AUD,T,32400,37200
Fall%202015,15979,CSCI0190-S01,CSCI0190,Accelerated Introduction to Computer Science,924,999,CIT Center (Thomas Watson CIT) 368,M,36000,39000
Fall%202015,15980,CSCI0330-S01,CSCI0330,Introduction to Computer Systems,720,999,MacMillan Hall 117,M,50400,53400
Fall%202015,15984,CSCI1250-S01,CSCI1250,Introduction to Computer Animation,-1,20,CIT Center (Thomas Watson CIT) 316,W,43200,49800
Fall%202015,15982,CSCI1230-S01,CSCI1230,Introduction to Computer Graphics,935,999,CIT Center (Thomas Watson CIT) 368,T,37800,42600
Fall%202015,14807,EINT2300-S01,EINT2300,Negotiating an American Classroom,986,999,J. Walter Wilson 501,M,32400,35400
Fall%202015,14808,EINT2400-S01,EINT2400,Speaking Professionally for Internationals,990,999,Wilson Hall 104,M,32400,35400
Fall%202015,14806,EINT2200-S01,EINT2200,Academic Interactions,986,999,J. Walter Wilson 401,M,43200,46200
Fall%202015,14810,EINT2500-S01,EINT2500,Advanced Articulation Tutorial,990,999,Sayles Hall 104,M,43200,46200
Fall%202015,14809,EINT2400-S02,EINT2400,Speaking Professionally for Internationals,986,999,Wilson Hall 109A,T,32400,35400
Fall%202015,14932,CHIN0100-S01,CHIN0100,Basic Chinese,9,18,Rockefeller Library 205,T,28800,31800
Fall%202015,14976,CHIN0100-S04,CHIN0100,Basic Chinese,4,18,Sayles Hall 205,M,50400,53400
Fall%202015,14953,CHIN0100-S02,CHIN0100,Basic Chinese,1,18,Rockefeller Library 205,T,32400,37200
Fall%202015,14973,CHIN0100-S03,CHIN0100,Basic Chinese,5,18,Sayles Hall 205,M,46800,49800
Fall%202015,14969,CHIN0300-S01,CHIN0300,Intermediate Chinese,-1,18,Sayles Hall 306,M,43200,46200
Fall%202015,16626,CHIN0150-S01,CHIN0150,Advanced Beginning Chinese,15,18,54 College St-Gerard House 204,M,36000,39000
Fall%202015,14977,CHIN0300-S02,CHIN0300,Intermediate Chinese,5,18,Sayles Hall 306,M,46800,49800
Fall%202015,14978,CHIN0300-S03,CHIN0300,Intermediate Chinese,11,18,Sayles Hall 306,M,50400,53400
Fall%202015,14950,CHIN0500-S01,CHIN0500,Advanced Modern Chinese I,10,18,Sayles Hall 306,M,32400,35400
Fall%202015,14971,CHIN0700-S02,CHIN0700,Advanced Modern Chinese II,989,999,111 Thayer St-Watson Institute 116,M,43200,46200
Fall%202015,16613,SWED0300-S01,SWED0300,Intermediate Swedish I,997,999,190 Hope Street 102,T,57600,66000
Fall%202015,15307,ITAL0100-S01,ITAL0100,Elementary Italian,12,18,J. Walter Wilson 202,T,37800,42600
Fall%202015,15591,ITAL1010-S01,ITAL1010,Dante in English Translation: Dante's World and the Invention of Modernity,994,999,Smith-Buonanno Hall 206,T,32400,37200
Fall%202015,15261,ITAL1340-S01,ITAL1340,The Panorama and 19th-Century Visual Culture,995,999,Rockefeller Library 137,T,46800,51600
Fall%202015,15315,ITAL0500-S01,ITAL0500,Advanced Italian I,987,999,190 Hope Street 102,W,43200,46200
Fall%202015,15314,ITAL0300-S03,ITAL0300,Intermediate Italian I,15,18,J. Walter Wilson 301,T,43200,46200
Fall%202015,15311,ITAL0110-S01,ITAL0110,Intensive Elementary Italian,13,18,J. Walter Wilson 402,M,39600,46200
Fall%202015,15260,ITAL1590-S01,ITAL1590,"Word, Media, Power in Modern Italy",991,999,Rockefeller Library 137,T,37800,42600
Fall%202015,15312,ITAL0300-S01,ITAL0300,Intermediate Italian I,10,18,J. Walter Wilson 202,M,43200,46200
Fall%202015,15234,ITAL2100-S01,ITAL2100,Introduction to Italian Studies,34,40,Pembroke Hall 202,M,54000,63000
Fall%202015,15309,ITAL0100-S03,ITAL0100,Elementary Italian,12,18,190 Hope Street 102,M,46800,49800
Fall%202015,14682,BIOL0140C-S01,BIOL0140C,Communicating Science: Animating Science,4,12,Granoff Ctr for Creative Arts N320,W,46800,64800
Fall%202015,16841,BIOL0140K-S01,BIOL0140K,Conservation Medicine,0,15,80 Waterman St - Walter Hall 102,M,46800,55800
Fall%202015,14687,BIOL0030-S01,BIOL0030,Principles of Nutrition,14,100,Bio Med Center 202,M,30600,35400
Fall%202015,14734,BIOL0190E-S01,BIOL0190E,Botanical Roots of Modern Medicine,0,20,85 Waterman Street 010,M,54000,58800
Fall%202015,14771,BIOL0170-S01,BIOL0170,Biotechnology in Medicine,785,999,Salomon Center 001,M,43200,46200
Fall%202015,14840,BIOL0190F-S01,BIOL0190F,Darwinian Medicine,2,20,J. Walter Wilson 301,T,46800,51600
Fall%202015,14688,BIOL0190R-S01,BIOL0190R,"Phage Hunters, Part I",1,20,Smith-Buonanno Hall G12,M,54000,62400
Fall%202015,15719,CLPS0010-S01,CLPS0010,Elementary Psychology: An Introduction to Mind and Behavior,822,999,85 Waterman Street 130,M,46800,49800
Fall%202015,15725,CLPS0020-S01,CLPS0020,Approaches to the Mind: Introduction to Cognitive Science,891,999,Metcalf Research Building AUD,M,43200,46200
Fall%202015,15759,CLPS0030-S01,CLPS0030,Introduction to Linguistic Theory,906,999,MacMillan Hall 115,T,37800,42600
Fall%202015,15905,MUSC0010-S01,MUSC0010,Introduction to Western Music,963,999,Orwig Music Hall 315,M,39600,42600
Fall%202015,17167,MUSC0065-S01,MUSC0065,Music and Social Protest,980,999,Orwig Music Hall 109,M,50400,53400
Fall%202015,16017,MUSC0021B-S01,MUSC0021B,Reading Jazz,4,20,Orwig Music Hall 109,R,57600,66600
Fall%202015,16015,MUSC0071-S01,MUSC0071,Opera,992,999,Orwig Music Hall 315,T,52200,57000
Fall%202015,16010,MUSC0200-S01,MUSC0200,Computers and Music,916,999,Granoff Ctr for Creative Arts 110,T,37800,42600
Fall%202015,16081,MUSC0220-S01,MUSC0220,Electroacoustic Improv Ensemble,1,12,Steinert Hall 205,W,68400,78600
Fall%202015,15904,MUSC0400-S01,MUSC0400,Introduction to Music Theory,1,40,Orwig Music Hall 315,M,36000,39000
Fall%202015,16019,MUSC0550-S01,MUSC0550,Theory of Tonal Music,971,999,Orwig Music Hall 315,T,46800,51600
Fall%202015,17140,LAST1504A-S01,LAST1504A,Violence and Urban Poverty in Latin America: Ethnographic and Qualitative Perspectives,24,40,Smith-Buonanno Hall G01,W,54000,63000
Fall%202015,14694,ARAB0100-S02,ARAB0100,First-Year Arabic,4,18,Wilson Hall 103,T,37800,42600
Fall%202015,16640,ARAB0100-S04,ARAB0100,First-Year Arabic,12,18,Wilson Hall 106,F,36000,39000
Fall%202015,14697,ARAB0300-S02,ARAB0300,Second-Year Arabic,9,18,Sayles Hall 105,M,46800,49800
Fall%202015,14696,ARAB0300-S01,ARAB0300,Second-Year Arabic,3,18,Sayles Hall 105,M,36000,39000
Fall%202015,14698,ARAB0500-S01,ARAB0500,Third-Year Arabic,2,18,Sayles Hall 105,M,43200,46200
Fall%202015,14693,ARAB0100-S01,ARAB0100,First-Year Arabic,1,18,Sayles Hall 105,M,32400,35400
Fall%202015,14699,ARAB0700-S01,ARAB0700,Advanced Arabic:  Tales of the City,8,12,195 Angell Street 202,M,43200,48600
Fall%202015,14695,ARAB0100-S03,ARAB0100,First-Year Arabic,11,18,Sayles Hall 005,M,50400,53400
Fall%202015,16637,ARAB1100-S01,ARAB1100,"Love, Revolution and Nostalgia in Modern Arabic Poetry",12,18,Sayles Hall 105,T,52200,57000
Fall%202015,14814,CHEM0100-S01,CHEM0100,Introductory Chemistry,88,290,85 Waterman Street 130,M,39600,42600
Fall%202015,14821,CHEM0330-S01,CHEM0330,"Equilibrium, Rate, and Structure",51,290,MacMillan Hall 117,M,36000,39000
Fall%202015,15194,CZCH0100-S01,CZCH0100,Introductory Czech,13,18,Marston Hall 201,M,43200,46200
Fall%202015,15196,CZCH0410C-S01,CZCH0410C,Czech View of Self and Others,16,18,Marston Hall 201,M,54000,58800
Fall%202015,15849,URBN0230-S01,URBN0230,Urban Life in Providence: An Introduction ,-1,20,Maxcy Hall 109,W,54000,63000
Fall%202015,16160,URBN0210-S01,URBN0210,The City: An Introduction to Urban Studies,934,999,Barus & Holley 166,T,46800,51600
Fall%202015,16622,URBN1220-S01,URBN1220,Planning Sustainable Cities,970,999,Smith-Buonanno Hall G18,T,52200,57000
Fall%202015,16602,URBN1230-S01,URBN1230,Crime and the City,811,999,85 Waterman Street 130,T,32400,37200
Fall%202015,16616,URBN1870D-S01,URBN1870D,Downtown Development,-4,15,Maxcy Hall 109,R,57600,66600
Fall%202015,15848,URBN1870M-S01,URBN1870M,Urban Regimes in the American Republic,4,20,Maxcy Hall 109,M,54000,63000
Fall%202015,15167,GNSS1990-S01,GNSS1990,Senior Seminar,37,40,Pembroke Hall 206,W,54000,63000
Fall%202015,16896,GNSS1711-S01,GNSS1711,"Speech and Silence, Trust and Fear: A Feminist Philosophical Inquiry into Sex Equality",2,20,J. Walter Wilson 303,M,54000,63000
Fall%202015,16304,GNSS1201-S01,GNSS1201,Feminist Utopias and Dystopias,-1,20,Alumnae Hall 212,T,37800,42600
Fall%202015,16733,GNSS1960Z-S01,GNSS1960Z,"Hysteria's Women: Literature, Psychoanalysis, and Feminist Theory",6,20,J. Walter Wilson 402,W,54000,63000
Fall%202015,16770,GNSS1720-S01,GNSS1720,Technologies of/and the Body: Mediated Visions,8,20,J. Walter Wilson 202,T,57600,66600
Fall%202015,15532,GNSS2010I-S01,GNSS2010I,Pembroke Research Seminar in Feminist Theory: Fatigue,5,8,Pembroke Hall 202,W,36000,45000
Fall%202015,17109,PLCY1701D-S01,PLCY1701D,Aging and Public Policy: The Impact of an Aging Society on Public and Private Sector Organizations,18,20,67 George Street 104,M,64800,73800
