date,seafood,temp,windspeed,rain,snow
4:30 PM November 9 2015,0,10.0,11.1,0,0
4:45 PM November 9 2015,0,10.0,11.1,0,0
5:00 PM November 9 2015,0,10.0,11.1,0,0
5:15 PM November 9 2015,0,10.0,11.1,0,0
5:30 PM November 9 2015,0,8.9,11.1,0,0
5:45 PM November 9 2015,0,8.9,11.1,0,0
6:00 PM November 9 2015,0,8.9,11.1,0,0
6:15 PM November 9 2015,0,8.9,11.1,0,0
6:30 PM November 9 2015,0,8.3,11.1,0,0
6:45 PM November 9 2015,0,8.3,11.1,0,0
7:00 PM November 9 2015,0,8.3,11.1,0,0
7:15 PM November 9 2015,0,8.3,11.1,0,0
7:30 PM November 9 2015,0,8.9,5.6,0,0
8:00 AM November 10 2015,0,10.0,0.0,0,0
8:15 AM November 10 2015,0,10.0,0.0,0,0
8:30 AM November 10 2015,0,10.0,0.0,0,0
8:45 AM November 10 2015,0,10.0,0.0,0,0
9:00 AM November 10 2015,0,10.0,0.0,0,0
9:15 AM November 10 2015,0,10.0,0.0,0,0
9:30 AM November 10 2015,0,11.1,9.3,0,0
9:45 AM November 10 2015,0,11.1,9.3,0,0
10:00 AM November 10 2015,0,11.1,9.3,0,0
10:15 AM November 10 2015,0,11.1,9.3,0,0
10:30 AM November 10 2015,0,12.8,7.4,0,0
10:45 AM November 10 2015,0,12.8,7.4,0,0
11:00 AM November 10 2015,0,12.8,7.4,0,0
11:15 AM November 10 2015,0,12.8,7.4,0,0
11:30 AM November 10 2015,0,13.3,9.3,0,0
11:45 AM November 10 2015,0,13.3,9.3,0,0
12:00 PM November 10 2015,0,13.3,9.3,0,0
12:15 PM November 10 2015,0,13.3,9.3,0,0
12:30 PM November 10 2015,0,13.9,13.0,0,0
12:45 PM November 10 2015,0,13.9,13.0,0,0
1:00 PM November 10 2015,0,13.9,13.0,0,0
1:15 PM November 10 2015,0,13.9,13.0,0,0
1:30 PM November 10 2015,0,13.3,14.8,1,0
1:45 PM November 10 2015,0,13.3,14.8,1,0
2:00 PM November 10 2015,0,13.3,14.8,1,0
2:15 PM November 10 2015,0,13.3,14.8,1,0
2:30 PM November 10 2015,0,11.1,13.0,1,0
2:45 PM November 10 2015,0,11.1,13.0,1,0
3:00 PM November 10 2015,0,11.1,13.0,1,0
3:15 PM November 10 2015,0,11.1,13.0,1,0
3:30 PM November 10 2015,0,10.0,16.7,1,0
3:45 PM November 10 2015,0,10.0,16.7,1,0
4:00 PM November 10 2015,0,10.0,16.7,1,0
4:15 PM November 10 2015,0,9.4,18.5,1,0
4:30 PM November 10 2015,0,9.4,18.5,1,0
4:45 PM November 10 2015,0,9.4,20.4,1,0
5:00 PM November 10 2015,0,9.4,20.4,1,0
5:15 PM November 10 2015,0,8.9,20.4,1,0
5:30 PM November 10 2015,0,8.9,20.4,1,0
5:45 PM November 10 2015,0,8.9,16.7,1,0
6:00 PM November 10 2015,0,8.9,16.7,1,0
6:15 PM November 10 2015,0,8.9,16.7,1,0
6:30 PM November 10 2015,0,8.9,22.2,1,0
6:45 PM November 10 2015,0,8.9,22.2,1,0
7:00 PM November 10 2015,0,8.9,22.2,1,0
7:15 PM November 10 2015,0,8.9,22.2,1,0
7:30 PM November 10 2015,0,9.4,22.2,0,0
8:00 AM November 11 2015,0,8.9,33.3,1,0
8:15 AM November 11 2015,0,8.9,33.3,1,0
8:30 AM November 11 2015,0,8.9,33.3,1,0
8:45 AM November 11 2015,0,8.9,33.3,1,0
9:00 AM November 11 2015,0,8.9,33.3,1,0
9:15 AM November 11 2015,0,8.9,33.3,1,0
9:30 AM November 11 2015,0,9.4,37.0,0,0
9:45 AM November 11 2015,0,9.4,37.0,0,0
10:00 AM November 11 2015,0,9.4,37.0,0,0
10:15 AM November 11 2015,0,9.4,37.0,0,0
10:30 AM November 11 2015,0,9.4,37.0,0,0
10:45 AM November 11 2015,0,9.4,37.0,0,0
11:00 AM November 11 2015,0,9.4,37.0,0,0
11:15 AM November 11 2015,0,9.4,37.0,0,0
11:30 AM November 11 2015,0,9.4,29.6,0,0
11:45 AM November 11 2015,0,9.4,29.6,0,0
12:00 PM November 11 2015,0,9.4,29.6,0,0
12:15 PM November 11 2015,0,9.4,29.6,0,0
12:30 PM November 11 2015,0,8.9,38.9,0,0
12:45 PM November 11 2015,0,8.9,38.9,0,0
1:00 PM November 11 2015,0,8.9,38.9,0,0
1:15 PM November 11 2015,0,8.9,38.9,0,0
1:30 PM November 11 2015,0,9.4,29.6,0,0
1:45 PM November 11 2015,0,9.4,29.6,0,0
2:00 PM November 11 2015,0,9.4,29.6,0,0
2:15 PM November 11 2015,0,9.4,29.6,0,0
2:30 PM November 11 2015,0,9.4,27.8,0,0
2:45 PM November 11 2015,0,9.4,27.8,0,0
3:00 PM November 11 2015,0,9.4,27.8,0,0
3:15 PM November 11 2015,0,9.4,27.8,0,0
3:30 PM November 11 2015,0,9.4,29.6,0,0
3:45 PM November 11 2015,0,9.4,29.6,0,0
4:00 PM November 11 2015,0,9.4,29.6,0,0
4:15 PM November 11 2015,0,9.4,29.6,0,0
4:30 PM November 11 2015,0,9.4,24.1,0,0
4:45 PM November 11 2015,0,9.4,24.1,0,0
5:00 PM November 11 2015,0,9.4,24.1,0,0
5:15 PM November 11 2015,0,9.4,24.1,0,0
5:30 PM November 11 2015,0,8.9,25.9,0,0
5:45 PM November 11 2015,0,8.9,25.9,0,0
6:00 PM November 11 2015,0,8.9,25.9,0,0
6:15 PM November 11 2015,0,8.9,25.9,0,0
6:30 PM November 11 2015,0,8.9,22.2,0,0
6:45 PM November 11 2015,0,8.9,22.2,0,0
7:00 PM November 11 2015,0,8.9,22.2,0,0
7:15 PM November 11 2015,0,8.9,22.2,0,0
7:30 PM November 11 2015,0,8.9,20.4,0,0
8:00 AM November 12 2015,0,8.9,0.0,0,0
8:15 AM November 12 2015,0,8.9,0.0,0,0
8:30 AM November 12 2015,0,8.9,0.0,0,0
8:45 AM November 12 2015,0,8.9,0.0,0,0
9:00 AM November 12 2015,0,8.9,0.0,0,0
9:15 AM November 12 2015,0,8.9,0.0,0,0
9:30 AM November 12 2015,0,8.9,0.0,0,0
9:45 AM November 12 2015,0,8.9,0.0,0,0
10:00 AM November 12 2015,0,8.9,0.0,0,0
10:15 AM November 12 2015,0,8.9,0.0,0,0
10:30 AM November 12 2015,0,8.9,0.0,0,0
10:45 AM November 12 2015,0,8.9,7.4,0,0
11:00 AM November 12 2015,0,9.4,9.3,0,0
11:15 AM November 12 2015,0,8.9,9.3,1,0
11:30 AM November 12 2015,0,8.9,13.0,1,0
11:45 AM November 12 2015,0,9.4,11.1,0,0
12:00 PM November 12 2015,0,9.4,14.8,0,0
12:15 PM November 12 2015,0,9.4,13.0,0,0
12:30 PM November 12 2015,0,9.4,13.0,0,0
12:45 PM November 12 2015,0,9.4,7.4,0,0
1:00 PM November 12 2015,0,10.0,7.4,1,0
1:15 PM November 12 2015,0,10.0,7.4,1,0
1:30 PM November 12 2015,0,10.6,18.5,1,0
1:45 PM November 12 2015,0,10.6,18.5,1,0
2:00 PM November 12 2015,0,11.1,22.2,1,0
2:15 PM November 12 2015,0,11.1,25.9,1,0
2:30 PM November 12 2015,0,11.1,18.5,1,0
2:45 PM November 12 2015,0,11.7,20.4,1,0
3:00 PM November 12 2015,0,11.7,20.4,1,0
3:15 PM November 12 2015,0,12.2,16.7,1,0
3:30 PM November 12 2015,0,12.2,16.7,1,0
3:45 PM November 12 2015,0,12.2,13.0,1,0
4:00 PM November 12 2015,0,12.2,18.5,1,0
4:15 PM November 12 2015,0,12.2,16.7,1,0
4:30 PM November 12 2015,0,12.8,16.7,1,0
4:45 PM November 12 2015,0,13.0,18.5,0,0
5:00 PM November 12 2015,0,12.8,16.7,0,0
5:15 PM November 12 2015,0,12.8,16.7,0,0
5:30 PM November 12 2015,0,12.8,16.7,0,0
5:45 PM November 12 2015,0,12.8,16.7,0,0
6:00 PM November 12 2015,0,12.8,16.7,0,0
6:15 PM November 12 2015,0,12.8,11.1,1,0
6:30 PM November 12 2015,0,12.8,11.1,1,0
6:45 PM November 12 2015,0,12.8,11.1,0,0
7:00 PM November 12 2015,0,12.8,11.1,0,0
7:15 PM November 12 2015,0,12.8,11.1,0,0
7:30 PM November 12 2015,0,13.0,9.3,0,0
8:00 AM November 13 2015,0,12.2,20.4,0,0
8:15 AM November 13 2015,0,12.2,20.4,0,0
8:30 AM November 13 2015,0,12.2,20.4,0,0
8:45 AM November 13 2015,0,12.2,20.4,0,0
9:00 AM November 13 2015,0,12.2,20.4,0,0
9:15 AM November 13 2015,0,12.2,20.4,0,0
9:30 AM November 13 2015,0,13.9,24.1,0,0
9:45 AM November 13 2015,0,13.9,24.1,0,0
10:00 AM November 13 2015,0,13.9,24.1,0,0
10:15 AM November 13 2015,0,13.9,24.1,0,0
10:30 AM November 13 2015,0,15.0,24.1,0,0
10:45 AM November 13 2015,0,15.0,24.1,0,0
11:00 AM November 13 2015,0,15.0,24.1,0,0
11:15 AM November 13 2015,0,15.0,24.1,0,0
11:30 AM November 13 2015,0,15.6,25.9,0,0
11:45 AM November 13 2015,0,15.6,25.9,0,0
12:00 PM November 13 2015,0,15.6,25.9,0,0
12:15 PM November 13 2015,0,15.6,25.9,0,0
12:30 PM November 13 2015,0,15.0,31.5,0,0
12:45 PM November 13 2015,0,15.0,31.5,0,0
1:00 PM November 13 2015,0,15.0,31.5,0,0
1:15 PM November 13 2015,0,15.0,31.5,0,0
1:30 PM November 13 2015,0,15.0,20.4,0,0
1:45 PM November 13 2015,0,15.0,20.4,0,0
2:00 PM November 13 2015,0,15.0,20.4,0,0
2:15 PM November 13 2015,0,15.0,20.4,0,0
2:30 PM November 13 2015,0,14.4,22.2,0,0
2:45 PM November 13 2015,0,14.4,22.2,0,0
3:00 PM November 13 2015,0,14.4,22.2,0,0
3:15 PM November 13 2015,0,14.4,22.2,0,0
3:30 PM November 13 2015,0,14.4,31.5,0,0
3:45 PM November 13 2015,0,14.4,31.5,0,0
4:00 PM November 13 2015,1,14.4,31.5,0,0
4:15 PM November 13 2015,1,14.4,31.5,0,0
4:30 PM November 13 2015,1,13.3,18.5,0,0
4:45 PM November 13 2015,1,13.3,18.5,0,0
5:00 PM November 13 2015,1,13.3,18.5,0,0
5:15 PM November 13 2015,1,13.3,18.5,0,0
5:30 PM November 13 2015,1,12.2,16.7,0,0
5:45 PM November 13 2015,1,12.2,16.7,0,0
6:00 PM November 13 2015,1,12.2,16.7,0,0
6:15 PM November 13 2015,1,12.2,16.7,0,0
6:30 PM November 13 2015,1,11.1,29.6,0,0
6:45 PM November 13 2015,1,11.1,29.6,0,0
7:00 PM November 13 2015,1,11.1,29.6,0,0
7:15 PM November 13 2015,1,11.1,29.6,0,0
7:30 PM November 13 2015,1,10.6,24.1,0,0
8:00 AM November 14 2015,0,7.8,35.2,0,0
8:15 AM November 14 2015,0,7.8,35.2,0,0
8:30 AM November 14 2015,0,7.8,35.2,0,0
8:45 AM November 14 2015,0,7.8,35.2,0,0
9:00 AM November 14 2015,0,7.8,35.2,0,0
9:15 AM November 14 2015,0,7.8,35.2,0,0
9:30 AM November 14 2015,0,8.3,31.5,0,0
9:45 AM November 14 2015,0,8.3,31.5,0,0
10:00 AM November 14 2015,0,8.3,31.5,0,0
10:15 AM November 14 2015,0,8.3,31.5,0,0
10:30 AM November 14 2015,0,8.3,40.7,0,0
10:45 AM November 14 2015,0,8.3,40.7,0,0
11:00 AM November 14 2015,0,8.3,40.7,0,0
11:15 AM November 14 2015,0,8.3,40.7,0,0
11:30 AM November 14 2015,0,6.7,29.6,0,0
11:45 AM November 14 2015,0,6.7,29.6,0,0
12:00 PM November 14 2015,0,6.7,29.6,0,0
12:15 PM November 14 2015,0,6.7,29.6,0,0
12:30 PM November 14 2015,0,5.6,29.6,0,0
12:45 PM November 14 2015,0,5.6,29.6,0,0
1:00 PM November 14 2015,0,5.6,29.6,0,0
1:15 PM November 14 2015,0,5.6,29.6,0,0
1:30 PM November 14 2015,0,6.7,29.6,0,0
1:45 PM November 14 2015,0,6.7,29.6,0,0
2:00 PM November 14 2015,0,6.7,29.6,0,0
2:15 PM November 14 2015,0,6.7,29.6,0,0
2:30 PM November 14 2015,0,6.1,31.5,0,0
2:45 PM November 14 2015,0,6.1,31.5,0,0
3:00 PM November 14 2015,0,6.1,31.5,0,0
3:15 PM November 14 2015,0,6.1,31.5,0,0
3:30 PM November 14 2015,0,6.1,16.7,0,0
3:45 PM November 14 2015,0,6.1,16.7,0,0
4:00 PM November 14 2015,0,6.1,16.7,0,0
4:15 PM November 14 2015,0,6.1,16.7,0,0
4:30 PM November 14 2015,0,5.0,16.7,0,0
4:45 PM November 14 2015,0,5.0,16.7,0,0
5:00 PM November 14 2015,0,5.0,16.7,0,0
5:15 PM November 14 2015,0,5.0,16.7,0,0
5:30 PM November 14 2015,0,4.4,13.0,0,0
5:45 PM November 14 2015,0,4.4,13.0,0,0
6:00 PM November 14 2015,0,4.4,13.0,0,0
6:15 PM November 14 2015,0,4.4,13.0,0,0
6:30 PM November 14 2015,0,3.3,14.8,0,0
6:45 PM November 14 2015,0,3.3,14.8,0,0
7:00 PM November 14 2015,0,3.3,14.8,0,0
7:15 PM November 14 2015,0,3.3,14.8,0,0
7:30 PM November 14 2015,0,2.8,14.8,0,0
8:00 AM November 16 2015,0,10.6,11.1,0,0
8:15 AM November 16 2015,0,10.6,11.1,0,0
8:30 AM November 16 2015,0,10.6,11.1,0,0
8:45 AM November 16 2015,0,10.6,11.1,0,0
9:00 AM November 16 2015,0,10.6,11.1,0,0
9:15 AM November 16 2015,0,10.6,11.1,0,0
9:30 AM November 16 2015,0,13.3,20.4,0,0
9:45 AM November 16 2015,0,13.3,20.4,0,0
10:00 AM November 16 2015,0,13.3,20.4,0,0
10:15 AM November 16 2015,0,13.3,20.4,0,0
10:30 AM November 16 2015,0,14.4,18.5,0,0
10:45 AM November 16 2015,0,14.4,18.5,0,0
11:00 AM November 16 2015,0,14.4,18.5,0,0
11:15 AM November 16 2015,0,14.4,18.5,0,0
11:30 AM November 16 2015,0,15.6,11.1,0,0
11:45 AM November 16 2015,0,15.6,11.1,0,0
12:00 PM November 16 2015,0,15.6,11.1,0,0
12:15 PM November 16 2015,0,15.6,11.1,0,0
12:30 PM November 16 2015,0,16.7,16.7,0,0
12:45 PM November 16 2015,0,16.7,16.7,0,0
1:00 PM November 16 2015,0,16.7,16.7,0,0
1:15 PM November 16 2015,0,16.7,16.7,0,0
1:30 PM November 16 2015,0,17.2,20.4,0,0
1:45 PM November 16 2015,0,17.2,20.4,0,0
2:00 PM November 16 2015,0,17.2,20.4,0,0
2:15 PM November 16 2015,0,17.2,20.4,0,0
2:30 PM November 16 2015,0,16.7,22.2,0,0
2:45 PM November 16 2015,0,16.7,22.2,0,0
3:00 PM November 16 2015,0,16.7,22.2,0,0
3:15 PM November 16 2015,0,16.7,22.2,0,0
3:30 PM November 16 2015,0,16.1,14.8,0,0
3:45 PM November 16 2015,0,16.1,14.8,0,0
4:00 PM November 16 2015,0,16.1,14.8,0,0
4:15 PM November 16 2015,0,16.1,14.8,0,0
4:30 PM November 16 2015,0,14.4,7.4,0,0
4:45 PM November 16 2015,0,14.4,7.4,0,0
5:00 PM November 16 2015,0,14.4,7.4,0,0
5:15 PM November 16 2015,0,14.4,7.4,0,0
5:30 PM November 16 2015,0,13.3,11.1,0,0
5:45 PM November 16 2015,0,13.3,11.1,0,0
6:00 PM November 16 2015,0,13.3,11.1,0,0
6:15 PM November 16 2015,0,13.3,11.1,0,0
6:30 PM November 16 2015,0,10.0,13.0,0,0
6:45 PM November 16 2015,0,10.0,13.0,0,0
7:00 PM November 16 2015,0,10.0,13.0,0,0
7:15 PM November 16 2015,0,10.0,13.0,0,0
7:30 PM November 16 2015,0,9.4,14.8,0,0
8:00 AM November 17 2015,0,5.0,14.8,0,0
8:15 AM November 17 2015,0,5.0,14.8,0,0
8:30 AM November 17 2015,0,5.0,14.8,0,0
8:45 AM November 17 2015,0,5.0,14.8,0,0
9:00 AM November 17 2015,0,5.0,14.8,0,0
9:15 AM November 17 2015,0,5.0,14.8,0,0
9:30 AM November 17 2015,0,6.7,14.8,0,0
9:45 AM November 17 2015,0,6.7,14.8,0,0
10:00 AM November 17 2015,0,6.7,14.8,0,0
10:15 AM November 17 2015,0,6.7,14.8,0,0
10:30 AM November 17 2015,0,7.2,16.7,0,0
10:45 AM November 17 2015,0,7.2,16.7,0,0
11:00 AM November 17 2015,0,7.2,16.7,0,0
11:15 AM November 17 2015,0,7.2,16.7,0,0
11:30 AM November 17 2015,0,7.8,13.0,0,0
11:45 AM November 17 2015,0,7.8,13.0,0,0
12:00 PM November 17 2015,0,7.8,13.0,0,0
12:15 PM November 17 2015,0,7.8,13.0,0,0
12:30 PM November 17 2015,0,8.3,5.6,0,0
12:45 PM November 17 2015,0,8.3,5.6,0,0
1:00 PM November 17 2015,0,8.3,5.6,0,0
1:15 PM November 17 2015,0,8.3,5.6,0,0
1:30 PM November 17 2015,0,8.3,11.1,0,0
1:45 PM November 17 2015,0,8.3,11.1,0,0
2:00 PM November 17 2015,0,8.3,11.1,0,0
2:15 PM November 17 2015,0,8.3,11.1,0,0
2:30 PM November 17 2015,0,8.3,11.1,0,0
2:45 PM November 17 2015,0,8.3,11.1,0,0
3:00 PM November 17 2015,0,8.3,11.1,0,0
3:15 PM November 17 2015,0,8.3,11.1,0,0
3:30 PM November 17 2015,0,7.8,7.4,0,0
3:45 PM November 17 2015,0,7.8,7.4,0,0
4:00 PM November 17 2015,1,7.8,7.4,0,0
4:15 PM November 17 2015,1,7.8,7.4,0,0
4:30 PM November 17 2015,1,6.1,7.4,0,0
4:45 PM November 17 2015,1,6.1,7.4,0,0
5:00 PM November 17 2015,1,6.1,7.4,0,0
5:15 PM November 17 2015,1,6.1,7.4,0,0
5:30 PM November 17 2015,1,5.0,0.0,0,0
5:45 PM November 17 2015,1,5.0,0.0,0,0
6:00 PM November 17 2015,1,5.0,0.0,0,0
6:15 PM November 17 2015,1,5.0,0.0,0,0
6:30 PM November 17 2015,1,3.9,5.6,0,0
6:45 PM November 17 2015,1,3.9,5.6,0,0
7:00 PM November 17 2015,1,3.9,5.6,0,0
7:15 PM November 17 2015,1,3.9,5.6,0,0
7:30 PM November 17 2015,1,2.8,0.0,0,0
8:00 AM November 18 2015,0,3.3,5.6,0,0
8:15 AM November 18 2015,0,3.3,5.6,0,0
8:30 AM November 18 2015,0,3.3,5.6,0,0
8:45 AM November 18 2015,0,3.3,5.6,0,0
9:00 AM November 18 2015,0,3.3,5.6,0,0
9:15 AM November 18 2015,0,3.3,5.6,0,0
9:30 AM November 18 2015,0,7.2,9.3,0,0
9:45 AM November 18 2015,0,7.2,9.3,0,0
10:00 AM November 18 2015,0,7.2,9.3,0,0
10:15 AM November 18 2015,0,7.2,9.3,0,0
10:30 AM November 18 2015,0,8.9,0.0,0,0
10:45 AM November 18 2015,0,8.9,0.0,0,0
11:00 AM November 18 2015,0,8.9,0.0,0,0
11:15 AM November 18 2015,0,8.9,0.0,0,0
11:30 AM November 18 2015,0,9.4,9.3,0,0
11:45 AM November 18 2015,0,9.4,9.3,0,0
12:00 PM November 18 2015,0,9.4,9.3,0,0
12:15 PM November 18 2015,0,9.4,9.3,0,0
12:30 PM November 18 2015,0,8.9,11.1,0,0
12:45 PM November 18 2015,0,8.9,11.1,0,0
1:00 PM November 18 2015,0,8.9,11.1,0,0
1:15 PM November 18 2015,0,8.9,11.1,0,0
1:30 PM November 18 2015,0,8.9,9.3,0,0
1:45 PM November 18 2015,0,8.9,9.3,0,0
2:00 PM November 18 2015,0,8.9,7.4,0,0
2:15 PM November 18 2015,0,8.9,7.4,0,0
2:30 PM November 18 2015,0,8.9,14.8,0,0
2:45 PM November 18 2015,0,8.9,14.8,0,0
3:00 PM November 18 2015,0,8.9,14.8,0,0
3:15 PM November 18 2015,0,8.9,14.8,0,0
3:30 PM November 18 2015,0,8.9,11.1,0,0
3:45 PM November 18 2015,0,8.9,11.1,0,0
4:00 PM November 18 2015,0,8.9,11.1,0,0
4:15 PM November 18 2015,0,8.9,11.1,0,0
4:30 PM November 18 2015,0,8.3,9.3,0,0
4:45 PM November 18 2015,0,8.3,9.3,0,0
5:00 PM November 18 2015,0,8.3,9.3,0,0
5:15 PM November 18 2015,0,8.3,9.3,0,0
5:30 PM November 18 2015,0,8.3,9.3,0,0
5:45 PM November 18 2015,0,8.3,9.3,0,0
6:00 PM November 18 2015,0,8.3,9.3,0,0
6:15 PM November 18 2015,0,8.3,9.3,0,0
6:30 PM November 18 2015,0,7.8,11.1,0,0
6:45 PM November 18 2015,0,7.8,11.1,0,0
7:00 PM November 18 2015,0,7.8,11.1,0,0
7:15 PM November 18 2015,0,7.2,7.4,0,0
7:30 PM November 18 2015,0,7.2,7.4,0,0
8:00 AM November 19 2015,0,11.7,20.4,0,0
8:15 AM November 19 2015,0,11.7,20.4,0,0
8:30 AM November 19 2015,0,11.7,20.4,0,0
8:45 AM November 19 2015,0,11.7,20.4,0,0
9:00 AM November 19 2015,0,11.7,20.4,0,0
9:15 AM November 19 2015,0,11.7,20.4,0,0
9:30 AM November 19 2015,0,11.7,20.4,0,0
9:45 AM November 19 2015,0,11.7,20.4,0,0
10:00 AM November 19 2015,0,11.7,20.4,0,0
10:15 AM November 19 2015,0,11.7,20.4,0,0
10:30 AM November 19 2015,0,12.2,20.4,0,0
10:45 AM November 19 2015,0,12.2,20.4,0,0
11:00 AM November 19 2015,0,12.2,20.4,0,0
11:15 AM November 19 2015,0,12.2,20.4,0,0
11:30 AM November 19 2015,0,12.8,18.5,0,0
11:45 AM November 19 2015,0,12.8,18.5,0,0
12:00 PM November 19 2015,0,12.8,18.5,0,0
12:15 PM November 19 2015,0,12.8,18.5,0,0
12:30 PM November 19 2015,0,12.8,18.5,0,0
12:45 PM November 19 2015,0,12.8,18.5,0,0
1:00 PM November 19 2015,0,12.8,18.5,0,0
1:15 PM November 19 2015,0,12.8,16.7,0,0
1:30 PM November 19 2015,0,12.8,16.7,0,0
1:45 PM November 19 2015,0,12.8,13.0,1,0
2:00 PM November 19 2015,0,12.8,13.0,1,0
2:15 PM November 19 2015,0,13.3,18.5,1,0
2:30 PM November 19 2015,0,13.3,18.5,1,0
2:45 PM November 19 2015,0,13.3,14.8,0,0
3:00 PM November 19 2015,0,13.9,18.5,0,0
3:15 PM November 19 2015,0,13.9,18.5,0,0
3:30 PM November 19 2015,0,13.3,14.8,0,0
3:45 PM November 19 2015,0,13.3,14.8,0,0
4:00 PM November 19 2015,0,13.3,14.8,0,0
4:15 PM November 19 2015,0,13.3,14.8,0,0
4:30 PM November 19 2015,0,13.3,18.5,0,0
4:45 PM November 19 2015,0,13.3,18.5,0,0
5:00 PM November 19 2015,0,13.3,18.5,0,0
5:15 PM November 19 2015,0,13.3,18.5,0,0
5:30 PM November 19 2015,0,13.3,14.8,1,0
5:45 PM November 19 2015,0,13.3,14.8,1,0
6:00 PM November 19 2015,0,13.3,14.8,1,0
6:15 PM November 19 2015,0,13.3,14.8,1,0
6:30 PM November 19 2015,0,13.9,18.5,0,0
6:45 PM November 19 2015,0,13.9,18.5,0,0
7:00 PM November 19 2015,0,13.9,18.5,0,0
7:15 PM November 19 2015,0,13.9,18.5,0,0
7:30 PM November 19 2015,0,13.9,20.4,0,0
8:00 AM November 20 2015,0,15.0,16.7,0,0
8:15 AM November 20 2015,0,15.0,16.7,0,0
8:30 AM November 20 2015,0,15.0,16.7,0,0
8:45 AM November 20 2015,0,15.0,16.7,0,0
9:00 AM November 20 2015,0,15.0,16.7,0,0
9:15 AM November 20 2015,0,15.0,16.7,0,0
9:30 AM November 20 2015,0,15.0,18.5,0,0
9:45 AM November 20 2015,0,15.0,18.5,0,0
10:00 AM November 20 2015,0,15.0,18.5,0,0
10:15 AM November 20 2015,0,15.0,18.5,0,0
10:30 AM November 20 2015,0,15.0,16.7,0,0
10:45 AM November 20 2015,0,15.0,16.7,0,0
11:00 AM November 20 2015,0,15.0,16.7,0,0
11:15 AM November 20 2015,0,15.0,16.7,0,0
11:30 AM November 20 2015,0,15.0,18.5,0,0
11:45 AM November 20 2015,0,15.0,18.5,0,0
12:00 PM November 20 2015,0,15.0,18.5,0,0
12:15 PM November 20 2015,0,15.0,18.5,0,0
12:30 PM November 20 2015,0,15.6,20.4,0,0
12:45 PM November 20 2015,0,15.6,20.4,0,0
1:00 PM November 20 2015,0,15.6,20.4,0,0
1:15 PM November 20 2015,0,15.6,20.4,0,0
1:30 PM November 20 2015,0,16.1,22.2,0,0
1:45 PM November 20 2015,0,16.1,22.2,0,0
2:00 PM November 20 2015,0,16.1,22.2,0,0
2:15 PM November 20 2015,0,16.1,22.2,0,0
2:30 PM November 20 2015,0,15.6,18.5,0,0
2:45 PM November 20 2015,0,15.6,18.5,0,0
3:00 PM November 20 2015,0,15.6,18.5,0,0
3:15 PM November 20 2015,0,15.6,18.5,0,0
3:30 PM November 20 2015,0,13.9,24.1,0,0
3:45 PM November 20 2015,0,13.9,24.1,0,0
4:00 PM November 20 2015,0,13.9,24.1,0,0
4:15 PM November 20 2015,0,13.9,24.1,0,0
4:30 PM November 20 2015,0,11.7,13.0,0,0
4:45 PM November 20 2015,0,11.7,13.0,0,0
5:00 PM November 20 2015,0,11.7,13.0,0,0
5:15 PM November 20 2015,0,11.7,13.0,0,0
5:30 PM November 20 2015,0,10.6,7.4,0,0
5:45 PM November 20 2015,0,10.6,7.4,0,0
6:00 PM November 20 2015,0,10.6,7.4,0,0
6:15 PM November 20 2015,0,10.6,7.4,0,0
6:30 PM November 20 2015,0,10.6,22.2,0,0
6:45 PM November 20 2015,0,10.6,22.2,0,0
7:00 PM November 20 2015,0,10.6,22.2,0,0
7:15 PM November 20 2015,0,10.6,22.2,0,0
7:30 PM November 20 2015,0,9.4,25.9,0,0
8:00 AM November 21 2015,0,6.1,16.7,0,0
8:15 AM November 21 2015,0,6.1,16.7,0,0
8:30 AM November 21 2015,0,6.1,16.7,0,0
8:45 AM November 21 2015,0,6.1,16.7,0,0
9:00 AM November 21 2015,0,6.1,16.7,0,0
9:15 AM November 21 2015,0,6.1,16.7,0,0
9:30 AM November 21 2015,0,7.8,24.1,0,0
9:45 AM November 21 2015,0,7.8,24.1,0,0
10:00 AM November 21 2015,0,7.8,24.1,0,0
10:15 AM November 21 2015,0,7.8,24.1,0,0
10:30 AM November 21 2015,0,8.9,16.7,0,0
10:45 AM November 21 2015,0,8.9,16.7,0,0
11:00 AM November 21 2015,0,8.9,16.7,0,0
11:15 AM November 21 2015,0,8.9,16.7,0,0
11:30 AM November 21 2015,0,10.0,14.8,0,0
11:45 AM November 21 2015,0,10.0,14.8,0,0
12:00 PM November 21 2015,0,10.0,14.8,0,0
12:15 PM November 21 2015,0,10.0,14.8,0,0
12:30 PM November 21 2015,0,11.1,14.8,0,0
12:45 PM November 21 2015,0,11.1,14.8,0,0
1:00 PM November 21 2015,0,11.1,14.8,0,0
1:15 PM November 21 2015,0,11.1,14.8,0,0
1:30 PM November 21 2015,0,10.6,13.0,0,0
1:45 PM November 21 2015,0,10.6,13.0,0,0
2:00 PM November 21 2015,0,10.6,13.0,0,0
2:15 PM November 21 2015,0,10.6,13.0,0,0
2:30 PM November 21 2015,0,10.0,11.1,0,0
2:45 PM November 21 2015,0,10.0,11.1,0,0
3:00 PM November 21 2015,0,10.0,11.1,0,0
3:15 PM November 21 2015,0,10.0,11.1,0,0
3:30 PM November 21 2015,0,8.9,16.7,0,0
3:45 PM November 21 2015,0,8.9,16.7,0,0
4:00 PM November 21 2015,0,8.9,16.7,0,0
4:15 PM November 21 2015,0,8.9,16.7,0,0
